"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"LAC","Young","Tall","Medium","49","Medium","Medium","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"IND","Young","Tall","Medium","22","Low","Low","Low","Positive","High","Low","Medium","LowEff","Low"
"MIA","Veteran","Medium","Medium","55","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"WAS","Young","Tall","Medium","80","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"NYK","Prime","Medium","Medium","81","Medium","Medium","Low","Average","Medium","High","Medium","LowEff","Medium"
"LAC","Young","Medium","Medium","59","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"NOH","Veteran","Medium","Medium","70","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Medium"
"DAL","Prime","Tall","Medium","69","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"MIL","Veteran","Medium","Light","78","Medium","Low","Medium","Average","Low","Medium","High","Solid","High"
"LAL","Prime","Medium","Medium","67","Low","Medium","Low","Average","Medium","High","Low","LowEff","Low"
"SAC","Prime","Tall","Medium","23","Low","Low","Low","Positive","High","Medium","Low","LowEff","Low"
"UTA","Prime","Medium","Medium","82","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"PHX","Veteran","Tall","Medium","69","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"POR","Veteran","Medium","Medium","64","Low","Low","Medium","Positive","Low","Medium","Medium","LowEff","Medium"
"MIA","Young","Medium","Medium","35","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"MIA","Prime","Tall","Medium","23","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"LAC","Veteran","Tall","Medium","70","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"DEN","Prime","Medium","Light","78","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"NYK","Prime","Medium","Medium","82","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"MEM","Young","Medium","Medium","78","Low","Low","Low","Average","Medium","Low","Low","Solid","Low"
"LAL","Veteran","Tall","Heavy","67","High","High","Low","Positive","High","High","High","Elite","Medium"
"ATL","Prime","Medium","Medium","81","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"DAL","Veteran","Tall","Heavy","81","Low","Medium","Low","Positive","Medium","High","Low","Elite","Low"
"ORL","Veteran","Tall","Heavy","79","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Low"
"PHX","Prime","Medium","Medium","81","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"LAL","Young","Tall","Medium","58","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"CLE","Young","Medium","Light","66","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"SAS","Prime","Short","Light","30","Low","Low","Low","Average","Medium","Low","Medium","LowEff","High"
"UTA","Veteran","Medium","Light","82","Low","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"DAL","Prime","Medium","Medium","75","Low","Low","Low","Average","Low","Low","Low","LowEff","Low"
"MEM","Young","Medium","Medium","48","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"PHX","Prime","Medium","Medium","81","Medium","Low","High","Average","Low","Low","High","LowEff","High"
"DEN","Prime","Medium","Medium","62","Low","Low","Low","Average","Medium","Low","Low","LowEff","Low"
"POR","Prime","Medium","Medium","78","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"SEA","Young","Tall","Medium","77","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"POR","Prime","Tall","Medium","74","Medium","Medium","Low","Positive","Medium","Medium","Medium","Solid","Medium"
"MIN","Prime","Tall","Medium","77","Low","Medium","Low","Average","Medium","Medium","Low","Solid","Low"
"MIA","Young","Medium","Medium","72","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"SEA","Prime","Medium","Medium","76","Medium","Low","Medium","Average","Low","Medium","High","Solid","Medium"
"SEA","Young","Medium","Medium","67","Low","Medium","Low","Average","High","High","Low","LowEff","Low"
"IND","Veteran","Medium","Light","70","Medium","Low","Low","Average","Low","Low","Low","Solid","Medium"
"MIN","Veteran","Medium","Medium","26","Low","Low","Low","Average","High","Low","Medium","Solid","Low"
"DET","Prime","Medium","Light","82","Medium","Low","Low","Average","Low","Medium","High","Solid","Medium"
"NJN","Young","Medium","Medium","80","Medium","Medium","Low","Positive","Medium","Medium","Medium","Solid","Medium"
"LAL","Veteran","Medium","Medium","76","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"CLE","Young","Medium","Light","79","Medium","Low","Medium","Negative","Low","Medium","High","LowEff","High"
"LAL","Veteran","Tall","Medium","80","Low","Medium","Low","Average","Medium","Medium","Low","LowEff","Medium"
"NOH","Veteran","Medium","Light","28","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","High"
"NOH","Prime","Medium","Heavy","69","Low","Low","Low","Average","High","High","Low","LowEff","Low"
"MIN","Veteran","Medium","Light","47","Low","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"NJN","Veteran","Medium","Medium","68","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"DEN","Young","Medium","Medium","72","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"IND","Prime","Medium","Medium","72","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"POR","Young","Medium","Medium","53","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"HOU","Prime","Medium","Light","81","Medium","Medium","Medium","Average","Medium","Medium","High","Solid","High"
"DAL","Prime","Medium","Light","82","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"GSW","Young","Tall","Medium","79","Low","Medium","Low","Average","Medium","High","Low","Solid","Low"
"PHI","Veteran","Medium","Medium","56","Low","Medium","Low","Negative","High","High","Low","LowEff","Low"
"WAS","Prime","Short","Light","75","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"CHI","Young","Tall","Medium","75","Low","Medium","Low","Negative","High","High","Medium","Solid","Low"
"BOS","Veteran","Tall","Medium","52","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"TOR","Prime","Medium","Medium","43","Medium","Low","Low","Average","Low","Medium","High","Solid","Medium"
"DEN","Young","Medium","Medium","59","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"SEA","Prime","Tall","Heavy","26","Low","Low","Low","Negative","Medium","High","Low","LowEff","Low"
"SAC","Veteran","Tall","Medium","80","Low","Medium","Low","Positive","Medium","Medium","Low","LowEff","Medium"
"SEA","Young","Tall","Medium","72","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"MIA","Prime","Tall","Medium","79","Low","Medium","Low","Negative","High","High","Low","LowEff","Low"
"TOR","Prime","Medium","Medium","63","Medium","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"MIN","Prime","Medium","Medium","52","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"DAL","Veteran","Medium","Medium","66","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"BOS","Prime","Tall","Medium","82","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"LAC","Prime","Tall","Heavy","41","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"MEM","Veteran","Medium","Light","66","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"HOU","Young","Tall","Heavy","82","Medium","Medium","Low","Average","Medium","High","Medium","Solid","Medium"
"POR","Young","Medium","Medium","77","Low","Low","Low","Average","High","Medium","Medium","Solid","Low"
"DET","Veteran","Tall","Medium","30","Low","Low","Low","Positive","Medium","Medium","Medium","Solid","Low"
"CLE","Prime","Tall","Medium","81","Medium","Medium","Low","Negative","High","Medium","High","LowEff","Medium"
"TOR","Prime","Medium","Light","47","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"MIN","Prime","Medium","Light","79","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"SAS","Veteran","Medium","Light","75","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"CHI","Young","Medium","Light","82","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"NYK","Prime","Tall","Medium","32","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"ORL","Young","Tall","Medium","33","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"SAS","Veteran","Medium","Medium","53","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"MEM","Young","Medium","Medium","67","Low","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"NJN","Young","Medium","Medium","36","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"DET","Young","Medium","Medium","42","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"HOU","Young","Medium","Medium","49","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"ATL","Prime","Tall","Medium","81","Low","Medium","Low","Average","Medium","Medium","Low","LowEff","Low"
"SAS","Prime","Tall","Medium","81","Medium","High","Low","Positive","Medium","High","High","Solid","Medium"
"MIL","Prime","Tall","Medium","80","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"PHI","Prime","Tall","Medium","42","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"PHX","Veteran","Tall","Medium","27","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"MIL","Veteran","Tall","Medium","63","Low","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"BOS","Prime","Tall","Medium","67","Low","Medium","Low","Positive","Medium","Medium","Low","Solid","Low"
"BOS","Prime","Medium","Light","67","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"UTA","Veteran","Medium","Medium","58","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"SAS","Young","Medium","Light","82","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"ORL","Young","Medium","Medium","75","High","Medium","Medium","Average","Low","Medium","High","Solid","High"
"LAL","Veteran","Medium","Medium","31","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"MIA","Prime","Short","Light","72","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"LAC","Prime","Medium","Medium","37","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"PHI","Young","Medium","Medium","64","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"HOU","Veteran","Medium","Medium","62","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"UTA","Veteran","Tall","Medium","50","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"CLE","Young","Tall","Medium","52","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"TOR","Young","Medium","Medium","51","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"DEN","Young","Tall","Medium","59","Low","Low","Low","Negative","High","High","Medium","LowEff","Low"
"LAC","Prime","Tall","Medium","30","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"DET","Prime","Medium","Light","74","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"NYK","Veteran","Medium","Light","66","Low","Low","Medium","Average","Low","Medium","Low","Solid","High"
"GSW","Veteran","Medium","Medium","21","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"WAS","Veteran","Medium","Medium","42","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"PHX","Young","Medium","Medium","72","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"MIA","Young","Medium","Medium","78","Medium","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"CLE","Young","Medium","Heavy","81","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"UTA","Young","Medium","Light","44","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"SEA","Prime","Tall","Medium","47","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"UTA","Veteran","Medium","Medium","81","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"WAS","Veteran","Medium","Medium","70","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"BOS","Young","Tall","Medium","26","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"SAS","Veteran","Medium","Light","82","Low","Low","Low","Positive","Low","Low","Low","Solid","Low"
"SAC","Prime","Tall","Medium","67","Medium","Medium","Medium","Positive","Medium","High","High","LowEff","Medium"
"ORL","Veteran","Short","Light","51","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"SAS","Veteran","Tall","Medium","64","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"PHX","Prime","Tall","Medium","60","Low","Low","Low","Positive","Low","Medium","Medium","LowEff","Low"
"MIL","Prime","Tall","Medium","49","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"ATL","Young","Short","Light","50","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"POR","Prime","Short","Light","59","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"SAC","Prime","Medium","Light","49","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"POR","Veteran","Tall","Medium","78","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"CLE","Young","Medium","Light","47","Medium","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"HOU","Prime","Medium","Medium","73","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"NOH","Prime","Medium","Medium","66","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"DET","Prime","Medium","Medium","82","Low","Low","Low","Positive","Medium","Medium","Medium","LowEff","Low"
"CHI","Veteran","Tall","Medium","50","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"LAC","Young","Medium","Medium","64","Medium","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"DET","Veteran","Tall","Medium","81","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NYK","Veteran","Medium","Medium","79","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"DET","Prime","Short","Light","65","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"WAS","Veteran","Tall","Medium","76","Low","Medium","Low","Average","Medium","High","Low","Solid","Medium"
"LAC","Young","Tall","Medium","46","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"PHI","Prime","Medium","Medium","77","Low","Low","Low","Average","High","High","Low","Solid","Low"
"LAL","Veteran","Medium","Light","72","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"NJN","Prime","Medium","Medium","59","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"MIA","Veteran","Medium","Medium","82","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"NJN","Prime","Medium","Light","66","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"MIA","Prime","Medium","Light","49","Low","Low","Medium","Negative","Low","Low","Low","LowEff","High"
"GSW","Prime","Medium","Medium","82","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"SEA","Prime","Medium","Medium","45","Low","Low","Low","Negative","Medium","Low","Low","LowEff","Low"
"PHX","Veteran","Medium","Medium","58","Low","Low","Medium","Average","Low","Medium","Medium","LowEff","Medium"
"ORL","Prime","Tall","Medium","77","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"UTA","Young","Medium","Medium","80","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"LAC","Prime","Medium","Light","80","Medium","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"PHX","Young","Tall","Medium","82","Medium","Medium","Low","Average","High","High","Medium","Solid","Low"
"TOR","Prime","Medium","Light","78","Medium","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"PHI","Prime","Short","Light","82","High","Low","Medium","Average","Low","Low","High","LowEff","Medium"
"NYK","Veteran","Medium","Light","82","Medium","Low","Low","Average","Low","Low","High","Solid","Medium"
"ATL","Prime","Medium","Medium","82","Low","Low","Low","Negative","High","Medium","Low","LowEff","Low"
"IND","Young","Medium","Medium","82","Low","Medium","Low","Average","Medium","Medium","Medium","LowEff","Low"
"DAL","Prime","Medium","Medium","74","Low","Low","Low","Positive","Medium","Medium","Low","LowEff","Medium"
"GSW","Prime","Tall","Medium","82","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"NJN","Veteran","Medium","Medium","81","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"PHI","Prime","Medium","Medium","80","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"MIL","Veteran","Medium","Medium","65","Low","Medium","Low","Average","Low","Medium","Low","Solid","Medium"
"CLE","Young","Medium","Medium","67","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"MIN","Veteran","Medium","Medium","82","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"BOS","Prime","Medium","Medium","78","Medium","Medium","Medium","Average","Low","Medium","High","LowEff","Medium"
"MEM","Prime","Short","Light","55","Low","Low","Medium","Average","Low","Low","Low","LowEff","High"
"SEA","Veteran","Medium","Light","75","Low","Low","Medium","Average","Low","Medium","Low","Solid","Medium"
"WAS","Young","Tall","Medium","81","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"IND","Prime","Tall","Medium","73","Medium","Medium","Low","Positive","Medium","Medium","Medium","Solid","Medium"
"POR","Prime","Medium","Medium","75","Medium","Low","Low","Average","Low","Medium","High","LowEff","Medium"
"WAS","Young","Medium","Medium","36","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"SAC","Prime","Medium","Light","59","Medium","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"GSW","Prime","Medium","Light","55","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"PHX","Veteran","Medium","Medium","80","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"BOS","Veteran","Medium","Light","35","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"DET","Prime","Medium","Medium","73","Low","High","Low","Average","High","High","Low","LowEff","Low"
"NOH","Young","Medium","Medium","50","Medium","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"DAL","Veteran","Short","Light","48","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"IND","Prime","Tall","Medium","49","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"POR","Veteran","Tall","Heavy","78","Low","Low","Low","Positive","Medium","High","Medium","Solid","Medium"
"TOR","Prime","Medium","Medium","26","Low","Low","Low","Negative","High","High","Medium","LowEff","Low"
"TOR","Veteran","Medium","Medium","53","Medium","Medium","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"POR","Prime","Medium","Medium","67","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"ORL","Veteran","Medium","Light","82","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"SAS","Veteran","Tall","Medium","64","Low","Medium","Low","Positive","High","High","Low","Solid","Low"
"HOU","Prime","Medium","Medium","83","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NOH","Prime","Medium","Medium","82","Medium","Medium","Medium","Average","Low","Medium","High","LowEff","High"
"CHI","Young","Medium","Light","80","Low","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"IND","Prime","Medium","Light","73","Low","Low","Medium","Average","Low","Low","Low","LowEff","High"
"NOH","Prime","Tall","Medium","82","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"CHI","Prime","Medium","Medium","82","Medium","Low","Medium","Negative","Low","Low","High","LowEff","Medium"
"PHX","Prime","Tall","Medium","65","Low","Low","Low","Positive","High","Medium","Low","Elite","Low"
"PHX","Young","Tall","Heavy","33","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"LAL","Young","Medium","Light","34","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"BOS","Young","Medium","Light","64","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"ATL","Prime","Medium","Medium","73","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"MIN","Prime","Medium","Light","42","Low","Low","Low","Positive","Low","Low","Medium","Solid","Medium"
"DET","Veteran","Medium","Light","43","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NYK","Prime","Medium","Light","82","Low","Low","Medium","Average","Low","Low","Low","Solid","High"
"SAC","Young","Tall","Medium","67","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"UTA","Prime","Tall","Heavy","81","Low","Medium","Low","Positive","High","Medium","Low","Solid","Low"
"TOR","Veteran","Tall","Medium","29","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"ORL","Prime","Medium","Light","80","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"WAS","Young","Tall","Medium","20","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"UTA","Young","Tall","Medium","22","Low","Low","Low","Average","Medium","Low","Low","Solid","Low"
"MIL","Prime","Medium","Medium","51","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"MIL","Young","Tall","Medium","32","Low","Low","Low","Average","High","High","Low","LowEff","Low"
"MIN","Prime","Tall","Medium","54","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"PHX","Young","Medium","Medium","82","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"GSW","Young","Medium","Medium","37","Low","Low","Low","Average","Medium","Low","Medium","LowEff","Medium"
"SAC","Veteran","Medium","Medium","63","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"ORL","Young","Medium","Light","75","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"WAS","Prime","Medium","Medium","70","Medium","Low","Medium","Average","Low","Low","High","Solid","Medium"
"TOR","Prime","Medium","Medium","71","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"NOH","Prime","Tall","Medium","51","Low","Low","Low","Average","High","High","Low","Solid","Low"
"SEA","Prime","Tall","Medium","51","Low","Low","Low","Average","High","High","Medium","LowEff","Low"
"IND","Young","Tall","Medium","77","Medium","Medium","Low","Average","Medium","High","High","Solid","Medium"
"ATL","Prime","Medium","Medium","53","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"TOR","Prime","Tall","Medium","67","Low","Low","Low","Negative","Medium","High","Medium","LowEff","Low"
"POR","Prime","Medium","Light","75","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"IND","Prime","Tall","Medium","77","Low","Low","Low","Average","High","High","Low","LowEff","Medium"
"CHI","Young","Medium","Light","75","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"MEM","Prime","Medium","Light","76","Low","Low","High","Average","Low","Low","Medium","LowEff","High"
"ATL","Prime","Medium","Light","81","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"GSW","Young","Medium","Medium","82","Medium","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NJN","Prime","Medium","Medium","80","Medium","Medium","High","Positive","Low","Medium","High","Solid","High"
"NJN","Young","Tall","Medium","81","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"PHI","Prime","Medium","Medium","75","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"ATL","Prime","Medium","Medium","75","Low","Low","Low","Average","Medium","Low","Low","LowEff","Low"
"BOS","Veteran","Medium","Medium","41","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"ORL","Prime","Medium","Medium","76","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MIA","Prime","Medium","Light","55","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"HOU","Young","Tall","Medium","77","Low","Medium","Low","Average","Medium","Medium","Medium","LowEff","Low"
"MEM","Young","Medium","Light","79","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"GSW","Prime","Short","Light","68","Low","Low","Low","Average","Low","Low","Medium","Solid","High"
"ORL","Young","Tall","Medium","70","Medium","Medium","Low","Average","Medium","Medium","Medium","LowEff","Low"
"SAC","Veteran","Medium","Medium","80","Low","Low","Medium","Positive","Low","Medium","Low","Solid","Medium"
"CHI","Prime","Medium","Medium","78","Medium","Medium","Low","Negative","High","High","Medium","LowEff","Low"
"DEN","Young","Medium","Medium","77","Low","Low","Low","Negative","Medium","High","Medium","LowEff","Medium"
"DAL","Prime","Tall","Medium","80","High","Medium","Low","Positive","Low","High","High","Solid","Medium"
"ATL","Young","Medium","Medium","76","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NJN","Veteran","Tall","Medium","24","Low","Medium","Low","Positive","High","High","Low","LowEff","Low"
"LAL","Prime","Medium","Medium","71","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"MIL","Prime","Medium","Medium","80","Medium","Medium","Low","Average","Medium","Medium","Medium","LowEff","Low"
"PHI","Veteran","Tall","Medium","64","Low","Medium","Low","Positive","Medium","Medium","Low","Solid","Low"
"LAL","Prime","Medium","Medium","82","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"POR","Prime","Medium","Light","76","Medium","Low","Medium","Average","Low","Low","Medium","Solid","Medium"
"UTA","Young","Medium","Medium","61","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Low"
"CLE","Young","Tall","Heavy","80","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"NOH","Veteran","Medium","Light","73","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"MIA","Veteran","Medium","Medium","47","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"ORL","Prime","Medium","Medium","29","Medium","Medium","Medium","Average","Medium","High","Medium","Solid","Medium"
"CHI","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DAL","Prime","Medium","Medium","48","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"ATL","Prime","Medium","Medium","69","Medium","Medium","Low","Average","Low","Medium","High","LowEff","Medium"
"GSW","Young","Medium","Light","82","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","High"
"SAC","Young","Medium","Medium","47","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"NOH","Veteran","Medium","Medium","81","Low","Low","Low","Average","High","Medium","Low","LowEff","Medium"
"MIN","Prime","Medium","Medium","80","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"MIL","Veteran","Medium","Light","80","Medium","Low","High","Average","Low","Low","High","LowEff","High"
"CHI","Prime","Medium","Medium","63","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NYK","Young","Medium","Medium","21","Low","Low","Low","Negative","Low","Medium","Low","LowEff","High"
"CHI","Young","Tall","Heavy","81","Low","Low","Low","Negative","Medium","Medium","Medium","Elite","Low"
"WAS","Prime","Tall","Medium","38","Low","Low","Low","Average","High","High","Low","Solid","Low"
"MIL","Veteran","Tall","Medium","69","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"IND","Prime","Medium","Medium","71","Low","Low","Low","Average","Low","Medium","Medium","Solid","High"
"GSW","Prime","Tall","Medium","82","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"BOS","Prime","Medium","Medium","82","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"PHI","Prime","Medium","Medium","82","Medium","Low","Medium","Average","Low","Low","Low","Solid","High"
"LAC","Veteran","Medium","Medium","62","Low","Low","Low","Average","Low","Low","Medium","Elite","Low"
"ATL","Veteran","Medium","Light","24","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"LAC","Young","Medium","Medium","62","Medium","High","Low","Average","High","Medium","Medium","Solid","Medium"
"SEA","Veteran","Tall","Heavy","56","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
